participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,acc_button_press_food,freq_button_press_food,repetition_button_press_food,acc_button_press_story,freq_button_press_story,repetition_button_press_story,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,total_double_press_count_post,total_double_press_count_pre,free_association_post_stage_start,free_association_pre_stage_start,q_double_press_post_stage_start,q_double_press_pre_stage_start,q_experience1_stage_start,q_experience2_stage_start,q_experience3_stage_start,q_experience4_stage_start,q_open_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_transportation_stage_start,reading_stage_start,wcg_practice_stage_start,free_association_post_stage_end,free_association_pre_stage_end,q_double_press_post_stage_end,q_double_press_pre_stage_end,q_experience1_stage_end,q_experience2_stage_end,q_experience3_stage_end,q_experience4_stage_end,q_open_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_transportation_stage_end,reading_stage_end,wcg_practice_stage_end,free_association_pre_task_start,free_association_pre_task_end,reading_task_start,reading_task_end,free_association_post_task_start,free_association_post_task_end,spr_time,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,te_count_post,te_count_pre,exp_time_away,spr/char,spr-wcg-break,rt_max,rt_mean,time away (m),focusevents,spr time away (m),wcg time away (m),attncheck
1247,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,22,0.9166666666666666,1.0,0.8333333333333334,1.0,6,never,N,6,never,Y,USA,09:03,30-34,M,Right,Y,,Y,,White,1,N,5,7,N,4,I used the first words that came to mind during the game.,meaning,meaning,The experiment is trying to measure how much a story sticks with you once you're done.,I had the story on my mind during the second round.,5,dontknow,I don't think I was intentionally reflecting on this but since I was supposed to double tap I think it was on my mind a little bit more.,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,I did not feel very many changes during the chain game. I kept my same strategy during both rounds. The story was on my mind a bit so I think some words can be reflective of that.,N,,,,,6,2,3,7,4,6,4,4,6,3,2,4,4,51,55,43,0.6071428571428571,0.6043956043956044,0.6142857142857143,4,7,1707227472455.0,1707226608951.0,1707227652867.0,1707226796398.0,1707227972936.0,1707228058141.0,1707228075675.0,1707228127429.0,1707228258257.0,1707227730685.0,1707228197375.0,1707227677486.0,1707226817847.0,1707226533246.0,1707227652866.0,1707226796396.0,1707227671011.0,1707226813759.0,1707228058139.0,1707228075673.0,1707228127427.0,1707228194017.0,1707228265021.0,1707227972933.0,1707228258254.0,1707227730681.0,1707227448963.0,1707226582021.0,1707226608951.0,1707226796396.0,1707226817847.0,1707227448963.0,1707227472455.0,1707227652866.0,631116,2.8191424957079607,2.3027597402597406,5818.870967741936,6462.724137931034,2.598095238095238,1.7,5982.0,5448.4,4,7,0.0,0.7336286487878211,23492,32541.0,5950.8,0.0,0.0,0.0,0.0,1
1319,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,5,1to2,Y,7,never,Y,USA,13:11,45-49,F,Right,Y,,Y,,Black,1,N,6,8,N,7,I looked around the room I was in and just tried to think of random words.,none,none,I think it's trying to measure memory and word association,After reading the story I was trying to not think of the story and also to not use words from the story.,7,both,"The story was very fresh in my mind so it was always in the back of my mind, at least. I did my best to shut it out while thinking of new words but it would often come up again. ",7.0,6.0,7.0,5.0,7.0,3.0,4.0,1.0,There was a sad and eerie feeling after the story. I wanted to know how the story ended and I kept thinking about it. I can relate to feeling more emotional after the story for sure.,N,,7.0,,,7,1,7,7,1,7,5,4,1,2,1,6,6,54,55,42,0.6428571428571429,0.6043956043956044,0.6,18,3,1707242185650.0,1707241322354.0,1707242388826.0,1707241504676.0,1707242704622.0,1707242809943.0,1707242851560.0,1707242943899.0,1707243116164.0,1707242473295.0,1707243063961.0,1707242414844.0,1707241548323.0,1707241251856.0,1707242388804.0,1707241504637.0,1707242406375.0,1707241524977.0,1707242809921.0,1707242851536.0,1707242943880.0,1707243060372.0,1707243125200.0,1707242704594.0,1707243116156.0,1707242473281.0,1707242146926.0,1707241283212.0,1707241322354.0,1707241504637.0,1707241548323.0,1707242146926.0,1707242185650.0,1707242388804.0,598603,2.572264392612219,2.027641778511344,6769.066666666667,5204.885714285714,2.306521739130435,3.0278763679384797,7281.75,3935.714285714286,18,3,0.0,0.6879730548104328,38724,28582.0,5551.7733333333335,0.0,0.0,0.0,0.0,1
1263,True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,17,0.7083333333333334,0.6666666666666666,0.75,1.0,7,dontknow,Y,7,dontknow,Y,USA,11:53,35-39,M,Right,Y,,Y,,White,1,N,4,4,N,4,Like words in some sequence to kill the time faster. ,meaning,meaning,I have no good clue. ,I didn't think about food at all during the first game and I did think about the story some during the second. ,2,unintentional,An occasional interruption from thinking about random words to kill time by some element from the story. ,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,The word generator task was less boring because there was something running in the background. ,N,,6.0,,Reading one sentence at a time is terrrrrrrible lol,5,3,4,5,5,5,2,2,5,2,2,2,2,39,44,35,0.4642857142857143,0.4835164835164835,0.5,12,0,1707237821904.0,1707237143512.0,1707238005160.0,1707237326960.0,1707238211283.0,1707238261931.0,1707238291741.0,1707238341281.0,1707238440783.0,1707238063313.0,1707238402459.0,1707238020166.0,1707237352307.0,1707237096675.0,1707238005158.0,1707237326958.0,1707238016712.0,1707237345657.0,1707238261927.0,1707238291736.0,1707238341276.0,1707238399669.0,1707238465067.0,1707238211276.0,1707238440781.0,1707238063303.0,1707237785781.0,1707237117789.0,1707237143512.0,1707237326958.0,1707237352307.0,1707237785781.0,1707237821904.0,1707238005158.0,433474,2.699378584801926,2.6267896103896105,2580.4084507042253,2737.4328358208954,3.53051948051948,2.6265151515151515,3254.125,1995.9285714285713,12,0,0.0,0.4568885087670897,36123,11451.0,2619.7027027027025,0.0,0.0,0.0,0.0,1
1320,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7,never,Y,7,never,N,USA,12:41,35-39,M,Right,Y,,Y,,White,1,N,2,6,N,5,I was just letting my mind do the work naturally by letting the word's meaning remind me of another word.,meaning,meaning,Observing how a story introduced can affect memory while completing a task.,"I didn't really feel any difference, except once, I remembered a part of the story while playing the word game.",2,unintentional,"As I was coming up with words, I think one of the words reminded me of a part in the story.",5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,"I felt bored especially during the second time I played the game. I still tried to keep my imagination active and used the meaning of the words I used to remind me of other words. It was a brief boredom though, I was still able to enjoy the task for the most part.",N,,7.0,,,6,1,6,7,5,3,3,2,4,3,1,5,6,47,52,36,0.5595238095238095,0.5714285714285714,0.5142857142857142,1,7,1707239629028.0,1707238297528.0,1707239811694.0,1707238481431.0,1707240288797.0,1707240514469.0,1707240691730.0,1707240918238.0,1707241447968.0,1707239944629.0,1707241293728.0,1707239836742.0,1707238545793.0,1707238212735.0,1707239811692.0,1707238481427.0,1707239831180.0,1707238521973.0,1707240514463.0,1707240691727.0,1707240918235.0,1707241288678.0,1707241506184.0,1707240288789.0,1707241447962.0,1707239944615.0,1707239591857.0,1707238250512.0,1707238297528.0,1707238481427.0,1707238545793.0,1707239591857.0,1707239629028.0,1707239811692.0,1046064,2.3106263655044144,2.325730665730666,4453.707317073171,4968.648648648648,2.4959183673469387,2.4585227272727272,3853.285714285714,3653.125,1,7,0.0,0.6657553402129383,37171,10258.0,4592.943181818182,0.21459999999999999,1.0,0.0,0.0,1
1339,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,0.9166666666666666,0.8333333333333334,1.0,1.0,5,never,Y,7,never,Y,USA,15:54,25-29,F,Right,Y,,Y,,Black,1,N,4,8,N,7,I was actively trying not to think of food or the story and just let my mind make up things. It didn't work too well after reading the story. ,none,meaning,Something to do with concentration before and after being exposed to trauma. ,I felt a little uncomfortable after reading the story. My mind couldn't focus on anything but the story.,7,both,I think it was more so that I'm not sure how the story ended. So I found myself reflecting on the things that happened so I could try to figure out the eneding.,7.0,5.0,7.0,6.0,7.0,1.0,3.0,6.0,I felt myself being angry at the men in the story like I had known them personally. ,N,,7.0,,,7,1,7,7,1,7,7,7,2,2,1,6,4,58,59,48,0.6904761904761905,0.6483516483516484,0.6857142857142857,30,13,1707252040022.0,1707250798180.0,1707252221409.0,1707250978876.0,1707252590363.0,1707252743405.0,1707252785738.0,1707252860343.0,1707252993374.0,1707252332677.0,1707252934115.0,1707252248990.0,1707251060263.0,1707250715137.0,1707252221408.0,1707250978875.0,1707252241160.0,1707251012766.0,1707252743403.0,1707252785735.0,1707252860342.0,1707252927354.0,1707253005330.0,1707252590361.0,1707252993372.0,1707252332673.0,1707251983962.0,1707250755635.0,1707250798180.0,1707250978875.0,1707251060263.0,1707251983962.0,1707252040022.0,1707252221408.0,923699,3.9369094348929434,2.391170323928945,3126.396551724138,3061.7118644067796,4.666515803037543,2.8377435064935064,2245.923076923077,3182.75,30,13,0.0,0.8018298271525994,56060,7295.0,3168.8897637795276,0.0,0.0,0.0,0.0,1
1495,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,7,never,N,7,never,Y,USA,13:00,45-49,F,Right,Y,,Y,,White,1,N,3,9,N,7,I tried to think about how words related to one another or just random words that came to my mind about different objects.,meaning,meaning,"I guess it's studying to see how much we are able, if we're able, to put the story out of our mind in the second word chain game.","I didn't think of very many food items because I was able to pretty much block them from my mind. However, I couldn't think block the story out in the second word chain.",7,both,"I tried to block it out, but kept thinking about certain aspects of it. Words starting coming up in relation to the story so I just went with it at times.",7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,"The story was very interesting. I was thinking about the story and it was easier to come up with some words. Yet, at the same time, I oddly felt distracted by the story during the game. I definitely didn't feel tired or bored, just very interested and curious about the ending.",N,,7.0,,Really enjoyed the task and the story. Will definitely be looking for the story to read the rest.,7,1,5,7,1,7,7,7,1,2,1,7,7,59,60,45,0.7023809523809523,0.6593406593406593,0.6428571428571429,16,2,1709318525990.0,1709317675291.0,1709318707386.0,1709317858273.0,1709319182912.0,1709319289391.0,1709319352742.0,1709319426860.0,1709319674438.0,1709318788697.0,1709319599134.0,1709318722648.0,1709317927682.0,1709317572068.0,1709318707385.0,1709317858271.0,1709318718907.0,1709317910937.0,1709319289388.0,1709319352739.0,1709319426854.0,1709319592749.0,1709319725826.0,1709319182907.0,1709319674434.0,1709318788690.0,1709318495321.0,1709317625781.0,1709317675291.0,1709317858271.0,1709317927682.0,1709318495321.0,1709318525990.0,1709318707385.0,567639,3.6858906525573194,2.2990382081686427,6716.888888888889,5380.294117647059,5.708928571428571,2.58,7067.0,6192.75,16,2,0.07091666666666667,0.6854101879142155,30669,14723.0,5886.816901408451,0.19266666666666668,4.0,0.0,0.04255,1
1248,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,16,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,7,never,sometimes,4,1to2,sometimes,USA,07:27,50-54,F,Right,Y,,Y,,Black,1,N,4,9,N,5,I decided to keep one pattern or category of words in mind,equal,equal,the ability to recall,"being creative, imaginative and the ability to recall",3,unintentional,improving my vocabulary and thinking skills,5.0,6.0,6.0,4.0,6.0,4.0,3.0,5.0,I felt frustrated,N,,7.0,,,7,7,6,7,6,5,4,5,6,6,6,7,7,73,79,59,0.8690476190476191,0.8681318681318682,0.8428571428571429,3,3,1707228179804.0,1707226905322.0,1707228523879.0,1707227088474.0,1707229130915.0,1707229309019.0,1707229372550.0,1707229557736.0,1707229920400.0,1707228621459.0,1707229683188.0,1707228544470.0,1707227176983.0,1707226790906.0,1707228523877.0,1707227088473.0,1707228533699.0,1707227134454.0,1707229309017.0,1707229372548.0,1707229557734.0,1707229672099.0,1707229951003.0,1707229130913.0,1707229920398.0,1707228621457.0,1707228131160.0,1707226828853.0,1707226905322.0,1707227088473.0,1707227176983.0,1707228131160.0,1707228179804.0,1707228523877.0,954177,2.639979628214922,2.696853146853147,17202.75,7043.346153846154,2.275,2.5250000000000004,5991.8,6263.25,3,3,5.4014999999999995,0.49508666311071975,48644,167100.0,10091.30357142857,19.38471666666667,13.0,0.0,3.584866666666667,1
1264,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,0.9166666666666666,0.8333333333333334,1.0,1.0,4,often,sometimes,7,never,Y,USA,12:07,30-34,F,Right,Y,,Y,,NativeAmerican,1,Y,3,8,N,7,I thought of words that were random in my mind. ,equal,equal,Train of thought,"During the 2nd word chain game, i felt more inclined to press the space bar when i thought of the story since i was very interested in what happened next. ",7,both,I was thinking of the story because i wanted to know what happened next. I also wondered if Claire's husband and his friends had anything to do with the murder of the young woman.,7.0,6.0,1.0,3.0,4.0,1.0,4.0,1.0,I felt very interested in the word game throughout. ,N,,7.0,,,7,2,7,7,2,7,1,3,1,1,1,5,7,49,51,37,0.5833333333333334,0.5604395604395604,0.5285714285714286,6,3,1707238515417.0,1707237302503.0,1707238697176.0,1707237483495.0,1707238989055.0,1707239045388.0,1707239107944.0,1707239189923.0,1707239325525.0,1707238785266.0,1707239253908.0,1707238718452.0,1707237526205.0,1707237199874.0,1707238697174.0,1707237483492.0,1707238714844.0,1707237503632.0,1707239045386.0,1707239107941.0,1707239189921.0,1707239249188.0,1707239338874.0,1707238989051.0,1707239325522.0,1707238785262.0,1707238475266.0,1707237234113.0,1707237302503.0,1707237483492.0,1707237526205.0,1707238475266.0,1707238515417.0,1707238697174.0,949061,2.1762508809020438,2.4307570478302183,3949.978260869565,4413.1463414634145,2.292857142857143,1.875,3377.625,4792.0,6,3,0.0,0.6646035700071562,40151,11783.0,4091.298969072165,0.0,0.0,0.0,0.0,1
1321,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,19,0.7916666666666666,0.75,0.8333333333333334,0.5,7,never,Y,7,never,Y,USA,12:43,30-34,F,Right,Y,,Y,,Black,1,N,3,6,N,7,I tried to only use random words that came into my mind without any specific strategies. ,none,none,I think this experiment is trying to measure how reading a story effect the thoughts that come to mind afterwards. ,The differences I felt playing the word game before versus after were: before I was able to come up with random words that had no direct correlation to anything. After reading the story many words came to mind that were relevant to the story. ,7,both,I was trying to focus on thinking of random words to add the the word chain however thoughts about the story kept coming into my mind and interrupting the thought process on words. ,7.0,5.0,7.0,7.0,7.0,4.0,4.0,1.0,"After reading the story, I was curious to know how it would end. When it was time to start playing the word chain game I had a slightly difficult time transitioning because I was still thinking about the story. I became more interested in reading the story than playing the game. ",N,,7.0,,I enjoyed participating in this experiment. ,7,1,7,7,1,7,6,6,1,5,3,7,6,63,64,50,0.75,0.7032967032967034,0.7142857142857143,5,3,1707240261617.0,1707239345845.0,1707240443826.0,1707239527395.0,1707240807481.0,1707240987318.0,1707241087478.0,1707241170756.0,1707241426002.0,1707240520350.0,1707241384049.0,1707240458729.0,1707239566113.0,1707239284140.0,1707240443824.0,1707239527394.0,1707240454980.0,1707239553701.0,1707240987317.0,1707241087476.0,1707241170755.0,1707241380289.0,1707241453280.0,1707240807479.0,1707241426000.0,1707240520347.0,1707240237372.0,1707239310942.0,1707239345845.0,1707239527394.0,1707239566113.0,1707240237372.0,1707240261617.0,1707240443824.0,671259,3.9069540633870714,2.927248677248677,3643.62,2213.2926829268295,4.673977743271221,2.483392365210547,3231.125,2603.909090909091,5,3,0.10765,0.6856447135109438,24245,6528.0,2749.739436619718,0.10765,1.0,0.0,0.0,1
1322,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,6,dontknow,dontknow,6,dontknow,dontknow,USA,11:58,25-29,F,Right,Y,,Y,,White,1,N,2,10,N,2,"Tried to think ahead a bit, to see if I had a word already for the next word. ",meaning,meaning,"Honestly, not a clue.","My attitude was more somber, but other than that, not really.",6,neither,I tried to put it out of my mind and just focus on the words.,5.0,2.0,7.0,2.0,4.0,5.0,1.0,1.0,The mood was different.,N,,6.0,,Don't have any at this time.,5,1,3,6,4,7,6,6,2,3,2,1,3,45,49,41,0.5357142857142857,0.5384615384615384,0.5857142857142857,2,1,1707241703727.0,1707241130193.0,1707241883829.0,1707241322913.0,1707242105105.0,1707242171884.0,1707242200428.0,1707242240503.0,1707242336676.0,1707241947149.0,1707242290774.0,1707241899708.0,1707241347813.0,1707241064468.0,1707241883828.0,1707241322912.0,1707241895586.0,1707241342500.0,1707242171883.0,1707242200424.0,1707242240501.0,1707242287108.0,1707242353528.0,1707242105100.0,1707242336674.0,1707241947141.0,1707241680766.0,1707241098256.0,1707241130193.0,1707241322912.0,1707241347813.0,1707241680766.0,1707241703727.0,1707241883828.0,332953,2.7161527361527362,2.673944202376907,4617.615384615385,5839.393939393939,3.30875,1.920294117647059,3735.25,2653.6,2,1,0.0,0.7397171296748655,22961,24676.0,4958.0609756097565,0.0,0.0,0.0,0.0,1
